Latitude,Longitude,DateTime,Image Index
-18.2021686,-45.2972337,2021:05:07 12:13:08, _Campo2021-05-TM_0015SET_003_IMG_0760
-18.2016403,-45.296472,2021:05:07 12:13:16, _Campo2021-05-TM_0015SET_003_IMG_0765
-18.201072,-45.2956826,2021:05:07 12:13:26, _Campo2021-05-TM_0015SET_003_IMG_0770
-18.2005549,-45.2949789,2021:05:07 12:13:39, _Campo2021-05-TM_0015SET_003_IMG_0775
-18.1995055,-45.2939454,2021:05:07 12:13:58, _Campo2021-05-TM_0015SET_003_IMG_0780
-18.2000495,-45.2947598,2021:05:07 12:14:10, _Campo2021-05-TM_0015SET_003_IMG_0785
-18.2007754,-45.2958076,2021:05:07 12:14:22, _Campo2021-05-TM_0015SET_003_IMG_0790
-18.2014005,-45.2967192,2021:05:07 12:14:33, _Campo2021-05-TM_0015SET_003_IMG_0795
-18.2020886,-45.2977014,2021:05:07 12:14:46, _Campo2021-05-TM_0015SET_004_IMG_0800
-18.202809,-45.298737,2021:05:07 12:15:00, _Campo2021-05-TM_0015SET_004_IMG_0805
-18.2028082,-45.2992411,2021:05:07 12:15:09, _Campo2021-05-TM_0015SET_004_IMG_0810
-18.2024745,-45.2987531,2021:05:07 12:15:20, _Campo2021-05-TM_0015SET_004_IMG_0815
-18.2018981,-45.2979122,2021:05:07 12:15:30, _Campo2021-05-TM_0015SET_004_IMG_0820
-18.2012929,-45.2970306,2021:05:07 12:15:41, _Campo2021-05-TM_0015SET_004_IMG_0825
-18.2007226,-45.2962113,2021:05:07 12:15:50, _Campo2021-05-TM_0015SET_004_IMG_0830
-18.2002137,-45.2955057,2021:05:07 12:16:08, _Campo2021-05-TM_0015SET_004_IMG_0835
-18.1991211,-45.2942552,2021:05:07 12:16:23, _Campo2021-05-TM_0015SET_004_IMG_0840
-18.1995666,-45.2950478,2021:05:07 12:16:35, _Campo2021-05-TM_0015SET_004_IMG_0845
-18.2001528,-45.2959229,2021:05:07 12:16:46, _Campo2021-05-TM_0015SET_004_IMG_0850
-18.2007654,-45.2968276,2021:05:07 12:16:57, _Campo2021-05-TM_0015SET_004_IMG_0855
-18.2014073,-45.2977551,2021:05:07 12:17:08, _Campo2021-05-TM_0015SET_004_IMG_0860
-18.2020991,-45.2987548,2021:05:07 12:17:21, _Campo2021-05-TM_0015SET_004_IMG_0865
-18.2024844,-45.2994838,2021:05:07 12:17:31, _Campo2021-05-TM_0015SET_004_IMG_0870
-18.2021613,-45.2993486,2021:05:07 12:17:43, _Campo2021-05-TM_0015SET_004_IMG_0875
-18.2015699,-45.2984789,2021:05:07 12:17:54, _Campo2021-05-TM_0015SET_004_IMG_0880
-18.201021,-45.2976811,2021:05:07 12:18:04, _Campo2021-05-TM_0015SET_004_IMG_0885
-18.2001375,-45.2964376,2021:05:07 12:18:24, _Campo2021-05-TM_0015SET_004_IMG_0890
-18.1992483,-45.2951266,2021:05:07 12:18:35, _Campo2021-05-TM_0015SET_004_IMG_0895
-18.1987916,-45.2945658,2021:05:07 12:18:47, _Campo2021-05-TM_0015SET_004_IMG_0900
-18.1989178,-45.2951333,2021:05:07 12:18:58, _Campo2021-05-TM_0015SET_004_IMG_0905
-18.1995091,-45.2960074,2021:05:07 12:19:09, _Campo2021-05-TM_0015SET_004_IMG_0910
-18.2001238,-45.2968958,2021:05:07 12:19:20, _Campo2021-05-TM_0015SET_004_IMG_0915
-18.2007102,-45.2977697,2021:05:07 12:19:31, _Campo2021-05-TM_0015SET_004_IMG_0920
-18.2013328,-45.2986685,2021:05:07 12:19:41, _Campo2021-05-TM_0015SET_004_IMG_0925
-18.2020505,-45.2997394,2021:05:07 12:19:55, _Campo2021-05-TM_0015SET_004_IMG_0930
-18.2018244,-45.2998912,2021:05:07 12:20:07, _Campo2021-05-TM_0015SET_004_IMG_0935
-18.2085253,-45.2857347,2021:05:07 12:58:25, _Campo2021-05-TM_0017SET_000_IMG_0001
-18.2092267,-45.2862951,2021:05:07 12:58:40, _Campo2021-05-TM_0017SET_000_IMG_0006
-18.2101435,-45.2871119,2021:05:07 12:58:52, _Campo2021-05-TM_0017SET_000_IMG_0011
-18.2109135,-45.2877929,2021:05:07 12:59:02, _Campo2021-05-TM_0017SET_000_IMG_0016
-18.2117157,-45.2885042,2021:05:07 12:59:13, _Campo2021-05-TM_0017SET_000_IMG_0021
-18.2124223,-45.2891463,2021:05:07 12:59:22, _Campo2021-05-TM_0017SET_000_IMG_0026
-18.2130608,-45.2897115,2021:05:07 12:59:30, _Campo2021-05-TM_0017SET_000_IMG_0031
-18.2137738,-45.2903365,2021:05:07 12:59:40, _Campo2021-05-TM_0017SET_000_IMG_0036
-18.2145167,-45.2910105,2021:05:07 12:59:50, _Campo2021-05-TM_0017SET_000_IMG_0041
-18.2152056,-45.2916352,2021:05:07 12:59:59, _Campo2021-05-TM_0017SET_000_IMG_0046
-18.215968,-45.2923436,2021:05:07 13:00:17, _Campo2021-05-TM_0017SET_000_IMG_0051
-18.217127,-45.2929051,2021:05:07 13:00:35, _Campo2021-05-TM_0017SET_000_IMG_0056
-18.2163641,-45.292249,2021:05:07 13:00:46, _Campo2021-05-TM_0017SET_000_IMG_0061
-18.2155827,-45.2916103,2021:05:07 13:00:55, _Campo2021-05-TM_0017SET_000_IMG_0066
-18.2147084,-45.2908715,2021:05:07 13:01:06, _Campo2021-05-TM_0017SET_000_IMG_0071
-18.2139216,-45.2901887,2021:05:07 13:01:17, _Campo2021-05-TM_0017SET_000_IMG_0076
-18.2129841,-45.2893804,2021:05:07 13:01:29, _Campo2021-05-TM_0017SET_000_IMG_0081
-18.2122892,-45.2887641,2021:05:07 13:01:38, _Campo2021-05-TM_0017SET_000_IMG_0086
-18.211395,-45.2879858,2021:05:07 13:01:50, _Campo2021-05-TM_0017SET_000_IMG_0091
-18.2105151,-45.2872307,2021:05:07 13:02:02, _Campo2021-05-TM_0017SET_000_IMG_0096
-18.2097909,-45.2865927,2021:05:07 13:02:13, _Campo2021-05-TM_0017SET_000_IMG_0101
-18.2085703,-45.2851552,2021:05:07 13:02:34, _Campo2021-05-TM_0017SET_000_IMG_0106
-18.2093217,-45.2856808,2021:05:07 13:02:48, _Campo2021-05-TM_0017SET_000_IMG_0111
-18.2102013,-45.2864329,2021:05:07 13:02:59, _Campo2021-05-TM_0017SET_000_IMG_0116
-18.2109625,-45.2870759,2021:05:07 13:03:09, _Campo2021-05-TM_0017SET_000_IMG_0121
-18.2117036,-45.2877125,2021:05:07 13:03:19, _Campo2021-05-TM_0017SET_000_IMG_0126
-18.2124177,-45.2883425,2021:05:07 13:03:28, _Campo2021-05-TM_0017SET_000_IMG_0131
-18.2131575,-45.2890074,2021:05:07 13:03:38, _Campo2021-05-TM_0017SET_000_IMG_0136
-18.2140551,-45.2897961,2021:05:07 13:03:50, _Campo2021-05-TM_0017SET_000_IMG_0141
-18.2148989,-45.2905425,2021:05:07 13:04:01, _Campo2021-05-TM_0017SET_000_IMG_0146
-18.215717,-45.2912544,2021:05:07 13:04:12, _Campo2021-05-TM_0017SET_000_IMG_0151
-18.2166052,-45.2920492,2021:05:07 13:04:24, _Campo2021-05-TM_0017SET_000_IMG_0156
-18.2174385,-45.2927933,2021:05:07 13:04:41, _Campo2021-05-TM_0017SET_000_IMG_0161
0.0,0.0,2021:05:07 13:04:58, _Campo2021-05-TM_0017SET_000_IMG_0166
-18.216074,-45.2912765,2021:05:07 13:05:10, _Campo2021-05-TM_0017SET_000_IMG_0171
-18.2152903,-45.2905935,2021:05:07 13:05:20, _Campo2021-05-TM_0017SET_000_IMG_0176
-18.2144209,-45.2898506,2021:05:07 13:05:32, _Campo2021-05-TM_0017SET_000_IMG_0181
-18.2135666,-45.2891115,2021:05:07 13:05:43, _Campo2021-05-TM_0017SET_000_IMG_0186
-18.2127095,-45.2883504,2021:05:07 13:05:55, _Campo2021-05-TM_0017SET_000_IMG_0191
-18.2117162,-45.2874774,2021:05:07 13:06:08, _Campo2021-05-TM_0017SET_000_IMG_0196
-18.2110594,-45.2868994,2021:05:07 13:06:16, _Campo2021-05-TM_0017SET_001_IMG_0201
-18.2103123,-45.2862347,2021:05:07 13:06:27, _Campo2021-05-TM_0017SET_001_IMG_0206
-18.2095687,-45.2855827,2021:05:07 13:06:37, _Campo2021-05-TM_0017SET_001_IMG_0211
-18.2088739,-45.2845291,2021:05:07 13:06:56, _Campo2021-05-TM_0017SET_001_IMG_0216
-18.2101456,-45.285594,2021:05:07 13:07:15, _Campo2021-05-TM_0017SET_001_IMG_0221
-18.2108697,-45.2861996,2021:05:07 13:07:24, _Campo2021-05-TM_0017SET_001_IMG_0226
-18.211753,-45.2869377,2021:05:07 13:07:35, _Campo2021-05-TM_0017SET_001_IMG_0231
-18.2125925,-45.2876603,2021:05:07 13:07:46, _Campo2021-05-TM_0017SET_001_IMG_0236
-18.2134674,-45.2884252,2021:05:07 13:07:57, _Campo2021-05-TM_0017SET_001_IMG_0241
-18.2142755,-45.2891379,2021:05:07 13:08:08, _Campo2021-05-TM_0017SET_001_IMG_0246
-18.2150884,-45.28987,2021:05:07 13:08:19, _Campo2021-05-TM_0017SET_001_IMG_0251
-18.2158315,-45.2905361,2021:05:07 13:08:29, _Campo2021-05-TM_0017SET_001_IMG_0256
-18.2166239,-45.2912512,2021:05:07 13:08:39, _Campo2021-05-TM_0017SET_001_IMG_0261
-18.2174946,-45.2920133,2021:05:07 13:08:51, _Campo2021-05-TM_0017SET_001_IMG_0266
-18.2184058,-45.2925375,2021:05:07 13:09:03, _Campo2021-05-TM_0017SET_001_IMG_0271
-18.2181033,-45.2921661,2021:05:07 13:09:21, _Campo2021-05-TM_0017SET_001_IMG_0276
-18.2165402,-45.290911,2021:05:07 13:09:34, _Campo2021-05-TM_0017SET_001_IMG_0281
-18.2156494,-45.2901586,2021:05:07 13:09:45, _Campo2021-05-TM_0017SET_001_IMG_0286
-18.2147517,-45.2893689,2021:05:07 13:09:57, _Campo2021-05-TM_0017SET_001_IMG_0291
-18.2139177,-45.2886424,2021:05:07 13:10:09, _Campo2021-05-TM_0017SET_001_IMG_0296
-18.2130533,-45.2878877,2021:05:07 13:10:20, _Campo2021-05-TM_0017SET_001_IMG_0301
-18.2121133,-45.2870612,2021:05:07 13:10:33, _Campo2021-05-TM_0017SET_001_IMG_0306
-18.2112455,-45.2863072,2021:05:07 13:10:44, _Campo2021-05-TM_0017SET_001_IMG_0311
-18.2103166,-45.285499,2021:05:07 13:10:57, _Campo2021-05-TM_0017SET_001_IMG_0316
-18.2095412,-45.2847719,2021:05:07 13:11:07, _Campo2021-05-TM_0017SET_001_IMG_0321
-18.2090075,-45.284267,2021:05:07 13:11:26, _Campo2021-05-TM_0017SET_001_IMG_0326
-18.209044,-45.28425,2021:05:07 13:11:35, _Campo2021-05-TM_0017SET_001_IMG_0331
-18.2090664,-45.2842639,2021:05:07 13:11:47, _Campo2021-05-TM_0017SET_001_IMG_0336
-18.2090863,-45.2842699,2021:05:07 13:11:59, _Campo2021-05-TM_0017SET_001_IMG_0341
-18.2090938,-45.2842886,2021:05:07 13:12:10, _Campo2021-05-TM_0017SET_001_IMG_0346
-18.2091051,-45.2842883,2021:05:07 13:12:21, _Campo2021-05-TM_0017SET_001_IMG_0351
-18.2091107,-45.2842839,2021:05:07 13:12:32, _Campo2021-05-TM_0017SET_001_IMG_0356
-18.2137527,-45.3011909,2021:05:07 14:11:22, _Campo2021-05-TM_0019SET_000_IMG_0010
-18.2127013,-45.300923,2021:05:07 14:11:33, _Campo2021-05-TM_0019SET_000_IMG_0015
-18.211629,-45.3006171,2021:05:07 14:11:44, _Campo2021-05-TM_0019SET_000_IMG_0020
-18.2106726,-45.3003581,2021:05:07 14:12:00, _Campo2021-05-TM_0019SET_000_IMG_0025
-18.2085347,-45.2997805,2021:05:07 14:12:09, _Campo2021-05-TM_0019SET_000_IMG_0030
-18.2077918,-45.2995684,2021:05:07 14:12:25, _Campo2021-05-TM_0019SET_000_IMG_0035
-18.2067561,-45.2992738,2021:05:07 14:12:36, _Campo2021-05-TM_0019SET_000_IMG_0040
-18.206179,-45.298935,2021:05:07 14:12:51, _Campo2021-05-TM_0019SET_000_IMG_0045
-18.2069593,-45.2990158,2021:05:07 14:13:03, _Campo2021-05-TM_0019SET_000_IMG_0050
-18.2079148,-45.2992777,2021:05:07 14:13:13, _Campo2021-05-TM_0019SET_000_IMG_0055
-18.2089034,-45.2995452,2021:05:07 14:13:24, _Campo2021-05-TM_0019SET_000_IMG_0060
-18.2098765,-45.2998234,2021:05:07 14:13:34, _Campo2021-05-TM_0019SET_000_IMG_0065
-18.2108483,-45.3000985,2021:05:07 14:13:44, _Campo2021-05-TM_0019SET_000_IMG_0070
-18.2118158,-45.3003883,2021:05:07 14:13:55, _Campo2021-05-TM_0019SET_000_IMG_0075
-18.213846,-45.300981,2021:05:07 14:14:16, _Campo2021-05-TM_0019SET_000_IMG_0080
-18.2140531,-45.3007273,2021:05:07 14:14:30, _Campo2021-05-TM_0019SET_000_IMG_0085
-18.2132022,-45.3004506,2021:05:07 14:14:41, _Campo2021-05-TM_0019SET_000_IMG_0090
-18.2122188,-45.3001759,2021:05:07 14:14:51, _Campo2021-05-TM_0019SET_000_IMG_0095
-18.2111867,-45.299886,2021:05:07 14:15:02, _Campo2021-05-TM_0019SET_000_IMG_0100
-18.2100411,-45.2995712,2021:05:07 14:15:14, _Campo2021-05-TM_0019SET_000_IMG_0105
-18.2092171,-45.299329,2021:05:07 14:15:23, _Campo2021-05-TM_0019SET_000_IMG_0110
-18.208354,-45.2990792,2021:05:07 14:15:32, _Campo2021-05-TM_0019SET_000_IMG_0115
-18.2076025,-45.2988714,2021:05:07 14:15:40, _Campo2021-05-TM_0019SET_000_IMG_0120
-18.2065808,-45.2985843,2021:05:07 14:15:51, _Campo2021-05-TM_0019SET_000_IMG_0125
-18.2064608,-45.2983975,2021:05:07 14:16:00, _Campo2021-05-TM_0019SET_000_IMG_0130
-18.2072121,-45.2984408,2021:05:07 14:16:12, _Campo2021-05-TM_0019SET_000_IMG_0135
-18.2083271,-45.298756,2021:05:07 14:16:32, _Campo2021-05-TM_0019SET_000_IMG_0140
-18.2103767,-45.2993417,2021:05:07 14:16:46, _Campo2021-05-TM_0019SET_000_IMG_0145
-18.2116323,-45.2997106,2021:05:07 14:16:59, _Campo2021-05-TM_0019SET_000_IMG_0150
-18.212696,-45.3000228,2021:05:07 14:17:11, _Campo2021-05-TM_0019SET_000_IMG_0155
-18.2136256,-45.300277,2021:05:07 14:17:21, _Campo2021-05-TM_0019SET_000_IMG_0160
-18.214113,-45.3003311,2021:05:07 14:17:32, _Campo2021-05-TM_0019SET_000_IMG_0165
-18.213618,-45.2999496,2021:05:07 14:17:43, _Campo2021-05-TM_0019SET_000_IMG_0170
-18.2127331,-45.2996955,2021:05:07 14:17:53, _Campo2021-05-TM_0019SET_000_IMG_0175
-18.2117421,-45.2994216,2021:05:07 14:18:03, _Campo2021-05-TM_0019SET_000_IMG_0180
-18.2107029,-45.2991239,2021:05:07 14:18:14, _Campo2021-05-TM_0019SET_000_IMG_0185
-18.2097056,-45.2988514,2021:05:07 14:18:25, _Campo2021-05-TM_0019SET_000_IMG_0190
-18.2086466,-45.2985435,2021:05:07 14:18:38, _Campo2021-05-TM_0019SET_000_IMG_0195
-18.2066683,-45.2980081,2021:05:07 14:18:58, _Campo2021-05-TM_0019SET_001_IMG_0200
-18.207128,-45.2978116,2021:05:07 14:19:11, _Campo2021-05-TM_0019SET_001_IMG_0205
-18.2081853,-45.2980918,2021:05:07 14:19:23, _Campo2021-05-TM_0019SET_001_IMG_0210
-18.2091451,-45.2983557,2021:05:07 14:19:33, _Campo2021-05-TM_0019SET_001_IMG_0215
-18.2101602,-45.2986411,2021:05:07 14:19:44, _Campo2021-05-TM_0019SET_001_IMG_0220
-18.2110624,-45.2989023,2021:05:07 14:19:54, _Campo2021-05-TM_0019SET_001_IMG_0225
-18.2120344,-45.2991732,2021:05:07 14:20:04, _Campo2021-05-TM_0019SET_001_IMG_0230
-18.212987,-45.299441,2021:05:07 14:20:15, _Campo2021-05-TM_0019SET_001_IMG_0235
-18.2138609,-45.2996917,2021:05:07 14:20:24, _Campo2021-05-TM_0019SET_001_IMG_0240
-18.2139111,-45.2993752,2021:05:07 14:20:39, _Campo2021-05-TM_0019SET_001_IMG_0245
-18.2126505,-45.2990232,2021:05:07 14:20:54, _Campo2021-05-TM_0019SET_001_IMG_0250
-18.211714,-45.2987732,2021:05:07 14:21:04, _Campo2021-05-TM_0019SET_001_IMG_0255
-18.2102226,-45.2983634,2021:05:07 14:21:18, _Campo2021-05-TM_0019SET_001_IMG_0260
-18.2090915,-45.2980603,2021:05:07 14:21:30, _Campo2021-05-TM_0019SET_001_IMG_0265
-18.208066,-45.2977558,2021:05:07 14:21:41, _Campo2021-05-TM_0019SET_001_IMG_0270
-18.2070142,-45.2974783,2021:05:07 14:21:53, _Campo2021-05-TM_0019SET_001_IMG_0275
-18.207184,-45.2972381,2021:05:07 14:22:03, _Campo2021-05-TM_0019SET_001_IMG_0280
-18.2080391,-45.2974353,2021:05:07 14:22:14, _Campo2021-05-TM_0019SET_001_IMG_0285
-18.2092697,-45.2977853,2021:05:07 14:22:27, _Campo2021-05-TM_0019SET_001_IMG_0290
-18.2101335,-45.298028,2021:05:07 14:22:37, _Campo2021-05-TM_0019SET_001_IMG_0295
-18.2109377,-45.2982557,2021:05:07 14:22:45, _Campo2021-05-TM_0019SET_001_IMG_0300
-18.2118823,-45.2985236,2021:05:07 14:22:55, _Campo2021-05-TM_0019SET_001_IMG_0305
-18.2131389,-45.2988767,2021:05:07 14:23:10, _Campo2021-05-TM_0019SET_001_IMG_0310
-18.2141369,-45.2989663,2021:05:07 14:23:26, _Campo2021-05-TM_0019SET_001_IMG_0315
-18.2132982,-45.2985672,2021:05:07 14:23:38, _Campo2021-05-TM_0019SET_001_IMG_0320
-18.2123092,-45.2982968,2021:05:07 14:23:49, _Campo2021-05-TM_0019SET_001_IMG_0325
-18.2112514,-45.2979965,2021:05:07 14:24:01, _Campo2021-05-TM_0019SET_001_IMG_0330
-18.2101617,-45.2977131,2021:05:07 14:24:12, _Campo2021-05-TM_0019SET_001_IMG_0335
-18.2090559,-45.2974337,2021:05:07 14:24:23, _Campo2021-05-TM_0019SET_001_IMG_0340
-18.20794,-45.2971372,2021:05:07 14:24:36, _Campo2021-05-TM_0019SET_001_IMG_0345
-18.2072869,-45.2967503,2021:05:07 14:24:45, _Campo2021-05-TM_0019SET_001_IMG_0350
-18.2080656,-45.2968131,2021:05:07 14:25:01, _Campo2021-05-TM_0019SET_001_IMG_0355
-18.2091362,-45.2971077,2021:05:07 14:25:13, _Campo2021-05-TM_0019SET_001_IMG_0360
-18.2105121,-45.2974881,2021:05:07 14:25:35, _Campo2021-05-TM_0019SET_001_IMG_0365
-18.2122336,-45.2979736,2021:05:07 14:25:45, _Campo2021-05-TM_0019SET_001_IMG_0370
-18.2130716,-45.2982265,2021:05:07 14:25:54, _Campo2021-05-TM_0019SET_001_IMG_0375
-18.2139019,-45.298471,2021:05:07 14:26:03, _Campo2021-05-TM_0019SET_001_IMG_0380
-18.2139403,-45.2981579,2021:05:07 14:26:18, _Campo2021-05-TM_0019SET_001_IMG_0385
-18.2130295,-45.2978918,2021:05:07 14:26:29, _Campo2021-05-TM_0019SET_001_IMG_0390
-18.2120259,-45.2976217,2021:05:07 14:26:39, _Campo2021-05-TM_0019SET_001_IMG_0395
-18.2109836,-45.2973227,2021:05:07 14:26:50, _Campo2021-05-TM_0019SET_002_IMG_0400
-18.2100246,-45.2970583,2021:05:07 14:27:00, _Campo2021-05-TM_0019SET_002_IMG_0405
-18.2091224,-45.2968023,2021:05:07 14:27:10, _Campo2021-05-TM_0019SET_002_IMG_0410
-18.2082447,-45.2965459,2021:05:07 14:27:20, _Campo2021-05-TM_0019SET_002_IMG_0415
-18.2072593,-45.2959559,2021:05:07 14:27:37, _Campo2021-05-TM_0019SET_002_IMG_0420
-18.2086155,-45.296312,2021:05:07 14:27:53, _Campo2021-05-TM_0019SET_002_IMG_0425
-18.2096286,-45.2965971,2021:05:07 14:28:04, _Campo2021-05-TM_0019SET_002_IMG_0430
-18.2105109,-45.296844,2021:05:07 14:28:14, _Campo2021-05-TM_0019SET_002_IMG_0435
-18.2114314,-45.2971232,2021:05:07 14:28:24, _Campo2021-05-TM_0019SET_002_IMG_0440
-18.2124681,-45.2974558,2021:05:07 14:28:34, _Campo2021-05-TM_0019SET_002_IMG_0445
-18.2134758,-45.2977552,2021:05:07 14:28:45, _Campo2021-05-TM_0019SET_002_IMG_0450
-18.2142128,-45.2978838,2021:05:07 14:28:58, _Campo2021-05-TM_0019SET_002_IMG_0455
-18.2135165,-45.2973913,2021:05:07 14:29:11, _Campo2021-05-TM_0019SET_002_IMG_0460
-18.212511,-45.2971296,2021:05:07 14:29:22, _Campo2021-05-TM_0019SET_002_IMG_0465
-18.2114901,-45.2968335,2021:05:07 14:29:32, _Campo2021-05-TM_0019SET_002_IMG_0470
-18.2104909,-45.2965137,2021:05:07 14:29:42, _Campo2021-05-TM_0019SET_002_IMG_0475
-18.2095869,-45.2962378,2021:05:07 14:29:59, _Campo2021-05-TM_0019SET_002_IMG_0480
-18.2074258,-45.2956712,2021:05:07 14:30:15, _Campo2021-05-TM_0019SET_002_IMG_0485
