Degree,Image Index
89.9, _Campo2022-03-TM_0002SET_000_DJI_4331.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4341.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4351.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4361.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4371.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4381.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4391.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4401.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4411.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4421.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4431.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4441.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4451.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4461.TIF
58.2, _Campo2022-03-TM_0002SET_000_DJI_4471.TIF
58.2, _Campo2022-03-TM_0002SET_000_DJI_4481.TIF
58.2, _Campo2022-03-TM_0002SET_000_DJI_4491.TIF
58.2, _Campo2022-03-TM_0002SET_000_DJI_4501.TIF
58.2, _Campo2022-03-TM_0002SET_000_DJI_4511.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4521.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4531.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4541.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4551.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4561.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4571.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4581.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4591.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4601.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4611.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4621.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4631.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4641.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4651.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4661.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4671.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4681.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4691.TIF
89.9, _Campo2022-03-TM_0002SET_000_DJI_4701.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4711.TIF
90.0, _Campo2022-03-TM_0002SET_000_DJI_4721.TIF
49.8, _Campo2022-03-TM_0002SET_000_DJI_4731.TIF
28.3, _Campo2022-03-TM_0002SET_not90_DJI_3071.TIF
21.1, _Campo2022-03-TM_0002SET_not90_DJI_3081.TIF
29.1, _Campo2022-03-TM_0002SET_not90_DJI_3141.TIF
37.4, _Campo2022-03-TM_0002SET_not90_DJI_3181.TIF
16.2, _Campo2022-03-TM_0002SET_not90_DJI_3661.TIF
16.2, _Campo2022-03-TM_0002SET_not90_DJI_3671.TIF
20.1, _Campo2022-03-TM_0002SET_not90_DJI_3731.TIF
20.1, _Campo2022-03-TM_0002SET_not90_DJI_3741.TIF
35.4, _Campo2022-03-TM_0002SET_not90_DJI_3911.TIF
35.4, _Campo2022-03-TM_0002SET_not90_DJI_3921.TIF
55.8, _Campo2022-03-TM_0002SET_not90_DJI_3981.TIF
24.6, _Campo2022-03-TM_0002SET_not90_DJI_4051.TIF
35.9, _Campo2022-03-TM_0002SET_not90_DJI_4071.TIF
33.6, _Campo2022-03-TM_0002SET_not90_DJI_4081.TIF
39.4, _Campo2022-03-TM_0002SET_not90_DJI_4111.TIF
89.9, _Campo2022-03-TM_0002SET_not90_DJI_4121.TIF
90.0, _Campo2022-03-TM_0002SET_not90_DJI_4131.TIF
89.9, _Campo2022-03-TM_0002SET_not90_DJI_4141.TIF
89.9, _Campo2022-03-TM_0002SET_not90_DJI_4151.TIF
90.0, _Campo2022-03-TM_0002SET_not90_DJI_4161.TIF
3.1, _Campo2022-03-TM_0002SET_not90_DJI_4741.TIF
31.3, _Campo2022-03-TM_0002SET_not90_DJI_4751.TIF
8.0, _Campo2022-03-TM_0002SET_not90_DJI_4761.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_4901.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_4911.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_4921.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_4931.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_4941.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_4951.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_4961.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_4971.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_4981.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_4991.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5001.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5011.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5021.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5031.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5041.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5051.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5061.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5071.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5081.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5091.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5101.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5111.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5121.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5131.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5151.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5161.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5171.TIF
76.2, _Campo2022-03-TM_0003SET_000_DJI_5181.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5191.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5201.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5211.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5221.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5231.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5291.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5301.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5311.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5321.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5331.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5341.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5351.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5361.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5371.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5381.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5391.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5401.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5411.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5421.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5431.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5441.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5451.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5461.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5471.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5481.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5491.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5501.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5511.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5521.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5531.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5541.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5551.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5561.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5571.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5581.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5591.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5601.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5611.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5621.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5631.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5641.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5661.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5671.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5681.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5691.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5701.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5711.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5721.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5731.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5741.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5751.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5761.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5771.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5781.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5791.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5801.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5811.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5821.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5831.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5841.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5851.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5861.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5871.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5881.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5891.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5901.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5911.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5921.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5931.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5941.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5951.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5961.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5971.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_5981.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_5991.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6001.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6011.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6021.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_6031.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6041.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6051.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_6061.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6071.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_6081.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_6091.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_6101.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_6111.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6121.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6131.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6141.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_6151.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6161.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6171.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6181.TIF
72.6, _Campo2022-03-TM_0003SET_000_DJI_6191.TIF
72.6, _Campo2022-03-TM_0003SET_000_DJI_6201.TIF
29.5, _Campo2022-03-TM_0003SET_000_DJI_6211.TIF
30.5, _Campo2022-03-TM_0003SET_000_DJI_6221.TIF
55.1, _Campo2022-03-TM_0003SET_000_DJI_6231.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_6241.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_6251.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6261.TIF
89.9, _Campo2022-03-TM_0003SET_000_DJI_6271.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6281.TIF
90.0, _Campo2022-03-TM_0003SET_000_DJI_6291.TIF
84.9, _Campo2022-03-TM_0003SET_000_DJI_6301.TIF
80.3, _Campo2022-03-TM_0003SET_000_DJI_6311.TIF
75.0, _Campo2022-03-TM_0003SET_000_DJI_6321.TIF
20.5, _Campo2022-03-TM_0003SET_not90_DJI_5141.TIF
11.9, _Campo2022-03-TM_0003SET_not90_DJI_5241.TIF
22.7, _Campo2022-03-TM_0003SET_not90_DJI_5251.TIF
22.7, _Campo2022-03-TM_0003SET_not90_DJI_5261.TIF
41.3, _Campo2022-03-TM_0003SET_not90_DJI_5271.TIF
41.3, _Campo2022-03-TM_0003SET_not90_DJI_5281.TIF
24.5, _Campo2022-03-TM_0003SET_not90_DJI_5651.TIF
90.0, _Campo2022-03-TM_0004SET_000_DJI_6471.TIF
89.9, _Campo2022-03-TM_0004SET_000_DJI_6481.TIF
90.0, _Campo2022-03-TM_0004SET_000_DJI_6491.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6501.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6511.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6521.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6531.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6541.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6551.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6561.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6571.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6581.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6591.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6601.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6611.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6621.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6631.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6641.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6651.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6661.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6671.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6681.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6691.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6701.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6711.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6721.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6731.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6741.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6751.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6761.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6771.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6781.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6791.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6801.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6811.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6821.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6831.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6841.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6851.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6861.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6871.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6881.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6891.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6901.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6911.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6921.TIF
68.4, _Campo2022-03-TM_0004SET_000_DJI_6931.TIF
59.8, _Campo2022-03-TM_0004SET_000_DJI_6941.TIF
59.8, _Campo2022-03-TM_0004SET_000_DJI_6951.TIF
59.8, _Campo2022-03-TM_0004SET_000_DJI_6961.TIF
63.5, _Campo2022-03-TM_0004SET_000_DJI_6971.TIF
63.5, _Campo2022-03-TM_0004SET_000_DJI_6981.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_6991.TIF
68.7, _Campo2022-03-TM_0004SET_000_DJI_7001.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7011.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7021.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7031.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7041.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7051.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7061.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7071.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7081.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7091.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7101.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7111.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7121.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7131.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7141.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7151.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7161.TIF
68.7, _Campo2022-03-TM_0004SET_000_DJI_7171.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7181.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7191.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7201.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7211.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7221.TIF
68.7, _Campo2022-03-TM_0004SET_000_DJI_7231.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7241.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7251.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7261.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7271.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7281.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7291.TIF
68.8, _Campo2022-03-TM_0004SET_000_DJI_7301.TIF
66.5, _Campo2022-03-TM_0004SET_000_DJI_7311.TIF
66.5, _Campo2022-03-TM_0004SET_000_DJI_7321.TIF
66.5, _Campo2022-03-TM_0004SET_000_DJI_7331.TIF
66.5, _Campo2022-03-TM_0004SET_000_DJI_7341.TIF
68.6, _Campo2022-03-TM_0004SET_000_DJI_7351.TIF
74.7, _Campo2022-03-TM_0004SET_000_DJI_7361.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7371.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7381.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7391.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7401.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7411.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7421.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7431.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7441.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7451.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7461.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7471.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7481.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7491.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7501.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7511.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7521.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7531.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7541.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7551.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7561.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7571.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7581.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7591.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7601.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7611.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7621.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7631.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7641.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7651.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7661.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7671.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7681.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7691.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7721.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7731.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7741.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7751.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7761.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7771.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7781.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7791.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7801.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7811.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7821.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7831.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7841.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7851.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7861.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7871.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7881.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7891.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7901.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7911.TIF
70.9, _Campo2022-03-TM_0004SET_000_DJI_7921.TIF
32.3, _Campo2022-03-TM_0004SET_not90_DJI_7931.TIF
32.3, _Campo2022-03-TM_0004SET_not90_DJI_7941.TIF
28.8, _Campo2022-03-TM_0004SET_not90_DJI_7951.TIF
28.8, _Campo2022-03-TM_0004SET_not90_DJI_7961.TIF
28.8, _Campo2022-03-TM_0004SET_not90_DJI_7971.TIF
28.8, _Campo2022-03-TM_0004SET_not90_DJI_7981.TIF
28.8, _Campo2022-03-TM_0004SET_not90_DJI_7991.TIF
18.1, _Campo2022-03-TM_0004SET_not90_DJI_8001.TIF
18.1, _Campo2022-03-TM_0004SET_not90_DJI_8011.TIF
18.2, _Campo2022-03-TM_0004SET_not90_DJI_8021.TIF
89.9, _Campo2022-03-TM_0005SET_000_DJI_8191.TIF
89.9, _Campo2022-03-TM_0005SET_000_DJI_8201.TIF
89.9, _Campo2022-03-TM_0005SET_000_DJI_8211.TIF
89.9, _Campo2022-03-TM_0005SET_000_DJI_8221.TIF
89.9, _Campo2022-03-TM_0005SET_000_DJI_8231.TIF
90.0, _Campo2022-03-TM_0005SET_000_DJI_8241.TIF
90.0, _Campo2022-03-TM_0005SET_000_DJI_8251.TIF
90.0, _Campo2022-03-TM_0005SET_000_DJI_8261.TIF
90.0, _Campo2022-03-TM_0005SET_000_DJI_8271.TIF
90.0, _Campo2022-03-TM_0005SET_000_DJI_8281.TIF
68.4, _Campo2022-03-TM_0005SET_000_DJI_8291.TIF
39.7, _Campo2022-03-TM_0005SET_000_DJI_8301.TIF
36.3, _Campo2022-03-TM_0005SET_000_DJI_8311.TIF
44.6, _Campo2022-03-TM_0005SET_000_DJI_8321.TIF
89.9, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF
90.0, _Campo2022-03-TM_0005SET_000_DJI_8341.TIF
89.9, _Campo2022-03-TM_0005SET_000_DJI_8351.TIF
90.0, _Campo2022-03-TM_0005SET_000_DJI_8361.TIF
